Date,Close,High,Low,Open
6/4/2010,2823.141113,2823.754127,2791.346452,2810.768548
6/7/2010,2750.125977,2820.76532,2698.176092,2820.76532
6/8/2010,2779.874756,2781.242867,2750.246026,2750.246026
6/9/2010,2785.684814,2794.071452,2765.24054,2779.676991
6/10/2010,2770.679443,2792.415415,2758.05591,2786.0807
6/11/2010,2801.789795,2817.297248,2771.372034,2771.372034
6/14/2010,2826.727051,2826.847163,2801.988022,2801.988022
6/15/2010,2830.062988,2849.921102,2824.273174,2826.924927
6/16/2010,2858.547852,2877.742174,2830.557972,2830.557972
6/17/2010,2890.985352,2897.495108,2856.2577,2856.2577
6/18/2010,2929.475098,2931.949855,2891.183375,2891.183375
6/21/2010,2941.788574,2981.162042,2925.963995,2929.871069
6/22/2010,2934.474854,2956.694936,2921.186308,2940.782469
6/23/2010,2924.676025,2933.781627,2899.153095,2933.781627
6/24/2010,2913.981689,2946.429403,2908.234843,2924.775215
6/25/2010,2946.908203,2949.301176,2904.279004,2913.684643
6/28/2010,2955.616943,2975.780221,2945.108319,2947.105312
6/29/2010,2893.258545,2960.695863,2872.305258,2955.716076
6/30/2010,2913.570801,2917.949537,2844.337409,2892.467617
7/1/2010,2874.13623,2912.767784,2860.800812,2912.767784
7/2/2010,2871.442139,2891.072478,2861.113683,2874.72912
7/5/2010,2877.191895,2885.242606,2868.963211,2871.837123
7/6/2010,2910.534668,2911.969671,2864.634599,2877.291089
7/7/2010,2901.931152,2913.730743,2890.173553,2910.414953
7/8/2010,2915.794678,2936.144961,2902.521268,2902.521268
7/9/2010,2943.781494,2943.845456,2909.552845,2916.088479
